epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,28.7829,1.70372,1.68176,1.50915,0.58092,0.37619,0.2824,0.09875,2.21842,3.23353,1.99875,0.000693637,0.000693637,0.000693637
19,30.0968,1.65818,1.60056,1.48036,0.63271,0.39892,0.29924,0.10822,2.25094,3.13547,2.07669,0.000728939,0.000728939,0.000728939
20,31.4088,1.66047,1.77501,1.55161,0.29546,0.4119,0.34844,0.14614,2.22401,2.18025,2.04543,0.000763816,0.000763816,0.000763816
21,32.7812,1.60328,1.5077,1.45258,0.38334,0.39555,0.35147,0.14714,2.25735,2.19684,2.10834,0.000798268,0.000798268,0.000798268
22,34.125,1.70642,1.67577,1.50548,0.3665,0.30952,0.32675,0.12376,2.32357,2.4342,2.10546,0.000832296,0.000832296,0.000832296
23,35.438,1.61894,1.52904,1.48626,0.39431,0.47564,0.372,0.12054,2.2362,2.568,2.06178,0.0008659,0.0008659,0.0008659
24,36.7604,1.59622,1.43592,1.41122,0.64673,0.37619,0.3508,0.11681,2.30547,2.64963,2.09147,0.000899079,0.000899079,0.000899079
25,38.0816,1.60116,1.48512,1.42419,0.73437,0.34818,0.38586,0.11607,2.33349,2.67145,2.11113,0.000931834,0.000931834,0.000931834
26,39.4471,1.63164,1.45709,1.47203,0.7457,0.35,0.36824,0.13734,2.33693,2.63697,2.05183,0.000964164,0.000964164,0.000964164
27,40.7674,1.70329,1.49165,1.54607,0.40301,0.27556,0.31968,0.12394,2.34359,2.82512,2.16653,0.00099607,0.00099607,0.00099607
28,42.0634,1.69745,1.57348,1.50585,0.68365,0.31667,0.30916,0.11421,2.24775,2.47874,1.97374,0.00102755,0.00102755,0.00102755
29,43.3268,1.69848,1.58587,1.52591,0.68365,0.31667,0.30916,0.11421,2.24775,2.47874,1.97374,0.00105861,0.00105861,0.00105861
30,44.6192,1.57385,1.40288,1.40097,0.64169,0.29286,0.25275,0.08227,2.23099,2.53113,1.96986,0.00108924,0.00108924,0.00108924
31,45.9016,1.62433,1.50739,1.46826,0.58539,0.29886,0.20998,0.06254,2.33215,2.80658,2.08715,0.00111945,0.00111945,0.00111945
32,47.1999,1.66349,1.60536,1.51918,0.6746,0.30714,0.24278,0.08632,2.33867,2.77294,1.99327,0.00114923,0.00114923,0.00114923
33,48.4775,1.56955,1.48243,1.44587,0.6746,0.30714,0.24278,0.08632,2.33867,2.77294,1.99327,0.00117859,0.00117859,0.00117859
34,49.7692,1.66459,1.47843,1.46104,0.36454,0.31368,0.26355,0.08751,2.36229,2.78876,2.06189,0.00119557,0.00119557,0.00119557
35,51.05,1.5549,1.30362,1.4611,0.34072,0.33889,0.24855,0.08083,2.42316,3.21242,2.20046,0.0011885,0.0011885,0.0011885
36,52.359,1.53815,1.39578,1.44444,0.69786,0.26775,0.26477,0.07984,2.37946,2.61062,2.16025,0.00118143,0.00118143,0.00118143
37,53.6386,1.54315,1.30645,1.42204,0.69786,0.26775,0.26477,0.07984,2.37946,2.61062,2.16025,0.00117435,0.00117435,0.00117435
38,54.9241,1.48731,1.42972,1.40816,0.7128,0.28333,0.27718,0.10676,2.35047,2.37381,2.06045,0.00116728,0.00116728,0.00116728
39,56.2216,1.54186,1.39451,1.4064,0.83258,0.28797,0.37696,0.14451,2.2443,2.24355,1.97307,0.00116021,0.00116021,0.00116021
40,57.5706,1.56905,1.37292,1.41291,0.30256,0.39484,0.35334,0.14335,2.13026,2.23155,1.95825,0.00115313,0.00115313,0.00115313
41,58.8527,1.42256,1.16679,1.32786,0.30256,0.39484,0.35334,0.14335,2.13026,2.23155,1.95825,0.00114606,0.00114606,0.00114606
42,60.163,1.44147,1.30451,1.30435,0.38244,0.44921,0.3745,0.12625,2.18212,2.84221,2.06574,0.00113898,0.00113898,0.00113898
43,61.5318,1.48846,1.34325,1.35677,0.40543,0.44921,0.36305,0.11151,2.24839,2.86949,2.15919,0.00113191,0.00113191,0.00113191
44,62.8126,1.46456,1.39744,1.40651,0.4547,0.38968,0.37806,0.1386,2.12392,2.39508,2.02085,0.00112484,0.00112484,0.00112484
45,64.0888,1.49337,1.30709,1.36494,0.4547,0.38968,0.37806,0.1386,2.12392,2.39508,2.02085,0.00111776,0.00111776,0.00111776
46,65.3662,1.48435,1.35602,1.36583,0.44343,0.52619,0.44104,0.15036,2.08674,2.49883,2.04542,0.00111069,0.00111069,0.00111069
47,66.6944,1.51255,1.3304,1.39936,0.45003,0.46508,0.33738,0.12757,2.20343,2.32185,2.23771,0.00110362,0.00110362,0.00110362
48,67.991,1.38305,1.14627,1.34057,0.41532,0.45687,0.32062,0.12276,2.22101,2.67706,2.16723,0.00109654,0.00109654,0.00109654
49,69.2748,1.48036,1.34495,1.41325,0.41532,0.45687,0.32062,0.12276,2.22101,2.67706,2.16723,0.00108947,0.00108947,0.00108947
50,70.5708,1.39965,1.22469,1.35622,0.36192,0.44627,0.30794,0.12332,2.2106,2.49497,2.08316,0.0010824,0.0010824,0.0010824
51,71.8492,1.42399,1.23469,1.38551,0.31195,0.37222,0.30867,0.12605,2.20061,2.16004,2.00476,0.00107532,0.00107532,0.00107532
52,73.1779,1.37056,1.17481,1.30318,0.31287,0.50708,0.32368,0.13596,2.13931,2.03783,1.98787,0.00106825,0.00106825,0.00106825
53,74.4833,1.34347,1.14556,1.29149,0.31287,0.50708,0.32368,0.13596,2.13931,2.03783,1.98787,0.00106118,0.00106118,0.00106118
54,75.7925,1.29974,1.06288,1.27075,0.34765,0.5127,0.3693,0.13467,2.19727,2.08051,2.05277,0.0010541,0.0010541,0.0010541
55,77.0979,1.32844,1.08203,1.29193,0.64837,0.33095,0.32222,0.11105,2.29132,2.3196,2.0548,0.00104703,0.00104703,0.00104703
56,78.3826,1.40882,1.16821,1.41137,0.31916,0.46518,0.32153,0.10939,2.31963,2.20118,2.06335,0.00103995,0.00103995,0.00103995
57,79.663,1.38317,1.13635,1.29804,0.31916,0.46518,0.32153,0.10939,2.31963,2.20118,2.06335,0.00103288,0.00103288,0.00103288
58,80.9659,1.40599,1.17948,1.32767,0.42765,0.44683,0.37588,0.13732,2.35676,2.23328,2.10818,0.00102581,0.00102581,0.00102581
59,82.2581,1.29007,1.01053,1.25054,0.42079,0.47063,0.38767,0.14949,2.27438,2.47661,2.10221,0.00101873,0.00101873,0.00101873
60,83.5529,1.30035,1.02824,1.26881,0.44926,0.48056,0.40408,0.16245,2.16965,2.78357,1.98796,0.00101166,0.00101166,0.00101166
61,84.8989,1.29135,1.01222,1.2777,0.44926,0.48056,0.40408,0.16245,2.16965,2.78357,1.98796,0.00100459,0.00100459,0.00100459
62,86.2369,1.26043,1.07732,1.24403,0.36978,0.5181,0.38782,0.15117,2.23586,2.81487,2.03829,0.000997513,0.000997513,0.000997513
63,87.517,1.3396,1.07769,1.3339,0.346,0.52255,0.3943,0.1381,2.29671,2.4207,2.07556,0.00099044,0.00099044,0.00099044
64,88.8193,1.25054,1.08514,1.25364,0.46619,0.48889,0.42165,0.14101,2.34018,2.312,2.13299,0.000983366,0.000983366,0.000983366
65,90.1125,1.28859,1.00555,1.2318,0.46619,0.48889,0.42165,0.14101,2.34018,2.312,2.13299,0.000976293,0.000976293,0.000976293
66,91.435,1.25517,1.04489,1.23043,0.43331,0.50243,0.35776,0.13294,2.25376,2.22244,2.05835,0.000969219,0.000969219,0.000969219
67,92.7402,1.26242,1.0083,1.27862,0.37402,0.55238,0.35673,0.14263,2.25194,2.15576,2.08002,0.000962146,0.000962146,0.000962146
68,94.0448,1.33235,1.06678,1.30672,0.3619,0.49683,0.38622,0.17448,2.26103,2.18474,2.05306,0.000955072,0.000955072,0.000955072
69,95.3842,1.35931,1.17851,1.31659,0.3619,0.49683,0.38622,0.17448,2.26103,2.18474,2.05306,0.000947999,0.000947999,0.000947999
70,96.7304,1.3153,1.07723,1.27448,0.55001,0.36825,0.38649,0.16584,2.26322,2.13699,2.09146,0.000940925,0.000940925,0.000940925
71,98.0496,1.27677,1.00696,1.24299,0.39799,0.33887,0.30349,0.12256,2.32805,2.24165,2.05962,0.000933851,0.000933851,0.000933851
72,99.3699,1.23417,1.04385,1.2515,0.34304,0.36237,0.26482,0.10523,2.38905,2.29228,2.11014,0.000926778,0.000926778,0.000926778
73,100.676,1.27958,1.01726,1.247,0.34304,0.36237,0.26482,0.10523,2.38905,2.29228,2.11014,0.000919704,0.000919704,0.000919704
74,101.983,1.28024,1.04832,1.29684,0.29048,0.40397,0.2713,0.1104,2.37764,2.25753,2.14894,0.000912631,0.000912631,0.000912631
75,103.297,1.31176,1.09045,1.34057,0.31146,0.4445,0.30036,0.12872,2.18823,2.14773,1.92004,0.000905557,0.000905557,0.000905557
76,104.573,1.21927,1.05344,1.25671,0.32315,0.41075,0.30567,0.13098,2.21645,2.15867,1.98665,0.000898484,0.000898484,0.000898484
77,105.835,1.25199,0.97708,1.24754,0.32315,0.41075,0.30567,0.13098,2.21645,2.15867,1.98665,0.00089141,0.00089141,0.00089141
78,107.119,1.23935,0.99327,1.23029,0.30688,0.42778,0.30699,0.12572,2.18136,2.21448,1.97417,0.000884337,0.000884337,0.000884337
79,108.406,1.18473,0.88895,1.20123,0.39506,0.31067,0.28911,0.12395,2.26321,2.24926,2.07448,0.000877263,0.000877263,0.000877263
80,109.696,1.1731,0.91673,1.22811,0.39108,0.39206,0.28455,0.11474,2.25367,2.28785,2.04393,0.00087019,0.00087019,0.00087019
81,110.975,1.33559,1.08291,1.28045,0.39108,0.39206,0.28455,0.11474,2.25367,2.28785,2.04393,0.000863116,0.000863116,0.000863116
82,112.251,1.16992,0.8522,1.18474,0.32259,0.34048,0.26969,0.10898,2.19663,2.32676,1.96823,0.000856042,0.000856042,0.000856042
83,113.541,1.20283,0.95082,1.22277,0.32696,0.42143,0.30242,0.12172,2.14836,2.30364,1.93917,0.000848969,0.000848969,0.000848969
84,114.833,1.22769,0.9633,1.28906,0.35823,0.43095,0.34868,0.13552,2.08484,2.29214,1.92959,0.000841895,0.000841895,0.000841895
85,116.098,1.18477,0.89474,1.18897,0.35823,0.43095,0.34868,0.13552,2.08484,2.29214,1.92959,0.000834822,0.000834822,0.000834822
86,117.384,1.21095,0.89744,1.22891,0.37093,0.44286,0.34757,0.13214,2.18511,2.29873,2.02707,0.000827748,0.000827748,0.000827748
87,118.673,1.28017,1.03506,1.33709,0.33931,0.39762,0.345,0.13271,2.24918,2.26484,2.08468,0.000820675,0.000820675,0.000820675
88,119.969,1.15403,0.86483,1.20197,0.31256,0.40156,0.34768,0.11923,2.24608,2.1173,2.06922,0.000813601,0.000813601,0.000813601
89,121.243,1.13555,0.87527,1.21605,0.31256,0.40156,0.34768,0.11923,2.24608,2.1173,2.06922,0.000806528,0.000806528,0.000806528
90,122.526,1.11651,0.8314,1.1494,0.72595,0.34404,0.34839,0.12583,2.17054,2.11228,2.00795,0.000799454,0.000799454,0.000799454
91,123.807,1.10814,0.88534,1.16297,0.7099,0.36701,0.3748,0.12929,2.13651,2.02385,1.9937,0.00079238,0.00079238,0.00079238
92,125.117,1.18115,0.90905,1.21927,0.39667,0.4373,0.31201,0.11568,2.10958,1.97571,1.97268,0.000785307,0.000785307,0.000785307
93,126.383,1.07933,0.85769,1.19432,0.39667,0.4373,0.31201,0.11568,2.10958,1.97571,1.97268,0.000778233,0.000778233,0.000778233
94,127.677,1.18318,0.88306,1.18491,0.36505,0.46111,0.35808,0.12132,2.16461,2.06978,2.01538,0.00077116,0.00077116,0.00077116
95,129.011,1.14366,0.93191,1.19297,0.38054,0.45363,0.37608,0.11959,2.12021,2.17134,1.97593,0.000764086,0.000764086,0.000764086
96,130.339,1.1711,0.90017,1.24429,0.45776,0.49126,0.41805,0.15194,2.01153,1.99856,1.91057,0.000757013,0.000757013,0.000757013
97,131.64,1.15825,0.90079,1.17057,0.45776,0.49126,0.41805,0.15194,2.01153,1.99856,1.91057,0.000749939,0.000749939,0.000749939
98,132.953,1.07322,0.83114,1.15976,0.49921,0.49444,0.43142,0.17371,1.95682,1.90676,1.87107,0.000742866,0.000742866,0.000742866
99,134.331,1.12827,0.86617,1.15693,0.55348,0.48171,0.4286,0.19413,1.97484,1.87877,1.81994,0.000735792,0.000735792,0.000735792
100,135.663,1.11188,0.80647,1.19182,0.5145,0.49444,0.42847,0.18889,2.01417,1.88644,1.84752,0.000728719,0.000728719,0.000728719
101,136.971,1.12672,0.85298,1.15551,0.5145,0.49444,0.42847,0.18889,2.01417,1.88644,1.84752,0.000721645,0.000721645,0.000721645
102,138.26,1.05201,0.83818,1.14197,0.54998,0.45371,0.4161,0.17054,2.01344,1.81602,1.8634,0.000714571,0.000714571,0.000714571
103,139.559,1.10092,0.85307,1.17423,0.57242,0.37924,0.36754,0.15476,2.03472,1.87123,1.86997,0.000707498,0.000707498,0.000707498
104,140.954,1.04628,0.79673,1.15107,0.53115,0.39492,0.37829,0.15922,2.0548,1.93824,1.90981,0.000700424,0.000700424,0.000700424
105,142.573,1.02634,0.81843,1.12797,0.53115,0.39492,0.37829,0.15922,2.0548,1.93824,1.90981,0.000693351,0.000693351,0.000693351
106,143.87,1.04667,0.84593,1.1693,0.5091,0.45568,0.40831,0.17368,2.03524,2.00022,1.88301,0.000686277,0.000686277,0.000686277
107,145.186,1.0113,0.78111,1.14984,0.54538,0.43346,0.40724,0.17309,2.01157,2.06559,1.85321,0.000679204,0.000679204,0.000679204
108,146.478,1.11639,0.8595,1.20863,0.47701,0.56587,0.42147,0.16739,1.97094,2.04081,1.8394,0.00067213,0.00067213,0.00067213
109,147.745,1.02937,0.74183,1.12174,0.47701,0.56587,0.42147,0.16739,1.97094,2.04081,1.8394,0.000665057,0.000665057,0.000665057
110,149.013,0.95755,0.72775,1.07938,0.49819,0.55397,0.4147,0.15645,2.01265,1.98087,1.9346,0.000657983,0.000657983,0.000657983
111,150.301,1.06866,0.78746,1.14195,0.46676,0.48447,0.35089,0.14509,2.04479,1.93209,1.88034,0.000650909,0.000650909,0.000650909
112,151.582,1.12702,0.87356,1.19747,0.4593,0.49121,0.37121,0.15519,2.04275,1.92005,1.9004,0.000643836,0.000643836,0.000643836
113,152.863,0.97566,0.73756,1.05254,0.4593,0.49121,0.37121,0.15519,2.04275,1.92005,1.9004,0.000636762,0.000636762,0.000636762
114,154.164,0.99333,0.71811,1.07939,0.42591,0.46349,0.35133,0.14356,2.05422,1.99715,1.91791,0.000629689,0.000629689,0.000629689
115,155.45,1.02336,0.77163,1.16123,0.41792,0.42778,0.34844,0.14713,2.02315,2.0863,1.8709,0.000622615,0.000622615,0.000622615
116,156.748,0.99193,0.76151,1.11466,0.4165,0.45159,0.32806,0.13921,2.03256,2.09112,1.86931,0.000615542,0.000615542,0.000615542
117,158.044,0.96159,0.72509,1.0697,0.4165,0.45159,0.32806,0.13921,2.03256,2.09112,1.86931,0.000608468,0.000608468,0.000608468
118,159.351,0.90756,0.68398,1.04721,0.50962,0.42673,0.32615,0.1414,2.06038,2.11291,1.87422,0.000601395,0.000601395,0.000601395
119,160.655,0.98643,0.81687,1.12239,0.49225,0.42778,0.32515,0.14142,2.00477,2.08318,1.79272,0.000594321,0.000594321,0.000594321
120,161.952,0.95277,0.70396,1.06543,0.46664,0.39444,0.28937,0.14779,1.97591,1.99542,1.77757,0.000587248,0.000587248,0.000587248
121,163.234,0.95234,0.7018,1.10192,0.46664,0.39444,0.28937,0.14779,1.97591,1.99542,1.77757,0.000580174,0.000580174,0.000580174
122,164.554,0.95804,0.74098,1.10601,0.40884,0.39444,0.28728,0.13792,1.96995,1.9817,1.77071,0.0005731,0.0005731,0.0005731
123,165.857,0.9151,0.69425,1.08506,0.53119,0.40215,0.34689,0.14074,2.00351,2.08154,1.7825,0.000566027,0.000566027,0.000566027
124,167.178,0.95907,0.69044,1.0841,0.46643,0.48326,0.39453,0.1458,2.03718,2.11829,1.80532,0.000558953,0.000558953,0.000558953
125,168.465,0.99325,0.76803,1.1203,0.46643,0.48326,0.39453,0.1458,2.03718,2.11829,1.80532,0.00055188,0.00055188,0.00055188
126,169.758,0.97464,0.71963,1.12568,0.48586,0.3877,0.34177,0.13948,2.06308,2.01152,1.87794,0.000544806,0.000544806,0.000544806
127,171.05,1.01429,0.74141,1.14549,0.42852,0.49683,0.3612,0.15659,2.05702,1.88259,1.89813,0.000537733,0.000537733,0.000537733
128,172.361,1.02452,0.81012,1.1605,0.4551,0.49541,0.35468,0.14886,2.08481,1.85556,1.92436,0.000530659,0.000530659,0.000530659
129,173.686,0.91449,0.73046,1.06905,0.4551,0.49541,0.35468,0.14886,2.08481,1.85556,1.92436,0.000523586,0.000523586,0.000523586
130,175.005,0.91086,0.70205,1.06048,0.45054,0.50873,0.38328,0.16191,2.04884,1.89638,1.91282,0.000516512,0.000516512,0.000516512
131,176.29,0.87401,0.68828,1.10039,0.47738,0.53016,0.44307,0.18291,2.04186,1.9163,1.92541,0.000509438,0.000509438,0.000509438
132,177.558,0.96855,0.79676,1.12369,0.45915,0.4373,0.36427,0.15717,2.09634,2.00158,1.96742,0.000502365,0.000502365,0.000502365
133,178.828,0.95291,0.76397,1.08679,0.45915,0.4373,0.36427,0.15717,2.09634,2.00158,1.96742,0.000495291,0.000495291,0.000495291
134,180.113,0.91937,0.79036,1.12137,0.49445,0.40159,0.35903,0.15806,2.16868,2.06378,2.05743,0.000488218,0.000488218,0.000488218
135,181.386,0.96999,0.7088,1.07518,0.50331,0.40159,0.35224,0.14754,2.22152,2.1237,2.11911,0.000481144,0.000481144,0.000481144
136,182.657,0.95495,0.71634,1.09363,0.52205,0.40159,0.36687,0.1534,2.18422,2.07635,2.09098,0.000474071,0.000474071,0.000474071
137,183.955,0.88917,0.65008,1.00641,0.52205,0.40159,0.36687,0.1534,2.18422,2.07635,2.09098,0.000466997,0.000466997,0.000466997
138,185.224,0.8953,0.77379,1.09157,0.50822,0.39649,0.34798,0.13451,2.17478,2.11745,2.07742,0.000459924,0.000459924,0.000459924
139,186.5,0.88911,0.672,1.03816,0.49893,0.38843,0.3419,0.14218,2.16647,2.19085,2.07062,0.00045285,0.00045285,0.00045285
140,187.82,0.88725,0.66584,1.05168,0.51262,0.37778,0.33774,0.13796,2.1158,2.26659,2.03927,0.000445777,0.000445777,0.000445777
141,189.073,0.88084,0.66108,1.04509,0.51262,0.37778,0.33774,0.13796,2.1158,2.26659,2.03927,0.000438703,0.000438703,0.000438703
142,190.356,0.85963,0.66711,1.02189,0.52798,0.37778,0.3277,0.14589,2.10868,2.35351,2.01495,0.000431629,0.000431629,0.000431629
143,191.637,0.9253,0.74141,1.10211,0.54828,0.41111,0.38629,0.15649,2.10533,2.29933,2.02157,0.000424556,0.000424556,0.000424556
144,192.967,0.86835,0.68093,1.0653,0.54839,0.42302,0.37874,0.1473,2.10738,2.29321,2.02048,0.000417482,0.000417482,0.000417482
145,194.251,0.887,0.64786,1.0463,0.54839,0.42302,0.37874,0.1473,2.10738,2.29321,2.02048,0.000410409,0.000410409,0.000410409
146,195.55,0.88977,0.69792,1.04728,0.55455,0.42302,0.38304,0.14344,2.1081,2.26436,2.02986,0.000403335,0.000403335,0.000403335
147,196.85,0.86551,0.62332,1.03759,0.51627,0.38968,0.3616,0.13484,2.15625,2.24802,2.05843,0.000396262,0.000396262,0.000396262
148,198.164,0.87498,0.64906,1.06248,0.43691,0.47698,0.36525,0.14301,2.18023,2.25063,2.04566,0.000389188,0.000389188,0.000389188
149,199.48,0.86251,0.65485,1.05351,0.43691,0.47698,0.36525,0.14301,2.18023,2.25063,2.04566,0.000382115,0.000382115,0.000382115
150,200.778,0.83654,0.66681,1.02362,0.42062,0.46892,0.3813,0.14716,2.19017,2.23436,2.0647,0.000375041,0.000375041,0.000375041
151,202.084,0.84913,0.59511,0.99536,0.46011,0.48651,0.41535,0.16119,2.14722,2.13972,2.0507,0.000367967,0.000367967,0.000367967
152,203.384,0.83158,0.64046,1.02945,0.48048,0.49841,0.4211,0.17303,2.11588,2.09695,2.00891,0.000360894,0.000360894,0.000360894
153,204.662,0.87151,0.6547,1.06595,0.48048,0.49841,0.4211,0.17303,2.11588,2.09695,2.00891,0.00035382,0.00035382,0.00035382
154,205.956,0.91873,0.67358,1.09986,0.46583,0.51032,0.42726,0.16815,2.08437,2.12307,1.93062,0.000346747,0.000346747,0.000346747
155,207.259,0.78628,0.6017,0.99495,0.50319,0.4746,0.42326,0.15905,2.08601,2.09943,1.91172,0.000339673,0.000339673,0.000339673
156,208.599,0.80735,0.607,0.9934,0.57802,0.4746,0.42854,0.15016,2.12229,2.09764,1.9409,0.0003326,0.0003326,0.0003326
157,209.872,0.82433,0.60784,1.03592,0.57802,0.4746,0.42854,0.15016,2.12229,2.09764,1.9409,0.000325526,0.000325526,0.000325526
158,211.191,0.81161,0.5764,1.01099,0.54564,0.51032,0.42681,0.14536,2.14796,2.14297,1.95561,0.000318453,0.000318453,0.000318453
159,212.461,0.81242,0.63567,1.03406,0.55281,0.51032,0.42588,0.14766,2.15052,2.14724,1.94684,0.000311379,0.000311379,0.000311379
160,213.762,0.74036,0.54498,0.99946,0.56388,0.52222,0.42545,0.15203,2.15301,2.13915,1.96575,0.000304306,0.000304306,0.000304306
161,215.055,0.77619,0.58162,0.98568,0.56388,0.52222,0.42545,0.15203,2.15301,2.13915,1.96575,0.000297232,0.000297232,0.000297232
162,216.333,0.7998,0.61496,1.01252,0.4789,0.50635,0.4255,0.16119,2.15882,2.13322,2.00235,0.000290158,0.000290158,0.000290158
163,217.646,0.80447,0.60347,1.01497,0.5122,0.46751,0.42257,0.15759,2.16214,2.10809,2.02361,0.000283085,0.000283085,0.000283085
164,218.953,0.83688,0.61242,1.04883,0.53452,0.45365,0.41094,0.15276,2.14484,2.08446,2.04467,0.000276011,0.000276011,0.000276011
165,220.228,0.80574,0.60415,1.02337,0.53452,0.45365,0.41094,0.15276,2.14484,2.08446,2.04467,0.000268938,0.000268938,0.000268938
166,221.512,0.79322,0.61299,1.00097,0.52713,0.45465,0.40788,0.15432,2.10854,2.09137,2.03347,0.000261864,0.000261864,0.000261864
167,222.796,0.81625,0.61963,1.04442,0.53682,0.45446,0.40938,0.15466,2.08701,2.11021,2.01373,0.000254791,0.000254791,0.000254791
168,224.087,0.81636,0.60029,1.00754,0.49509,0.48651,0.42283,0.15997,2.08842,2.15591,2.02243,0.000247717,0.000247717,0.000247717
169,225.359,0.73822,0.55052,0.99229,0.49509,0.48651,0.42283,0.15997,2.08842,2.15591,2.02243,0.000240644,0.000240644,0.000240644
170,226.637,0.77839,0.57502,0.99151,0.48387,0.51032,0.4427,0.17063,2.11569,2.1781,2.05347,0.00023357,0.00023357,0.00023357
171,227.928,0.78581,0.58068,1.00171,0.49212,0.52091,0.44307,0.16868,2.11038,2.23473,2.04123,0.000226497,0.000226497,0.000226497
172,229.21,0.75764,0.5707,0.99466,0.48845,0.53413,0.44422,0.16976,2.09444,2.34569,2.01981,0.000219423,0.000219423,0.000219423
173,230.508,0.77179,0.57124,1.01205,0.48845,0.53413,0.44422,0.16976,2.09444,2.34569,2.01981,0.000212349,0.000212349,0.000212349
174,231.784,0.75553,0.57884,0.99544,0.42488,0.48852,0.3846,0.16132,2.08379,2.43348,1.98183,0.000205276,0.000205276,0.000205276
175,233.075,0.78924,0.6305,1.05966,0.45643,0.4254,0.37912,0.16392,2.05664,2.47217,1.93997,0.000198202,0.000198202,0.000198202
176,234.394,0.7375,0.58875,1.01249,0.45998,0.41775,0.3819,0.16897,2.03403,2.46487,1.91054,0.000191129,0.000191129,0.000191129
177,235.686,0.6836,0.53851,0.9647,0.45998,0.41775,0.3819,0.16897,2.03403,2.46487,1.91054,0.000184055,0.000184055,0.000184055
178,236.978,0.77301,0.54051,0.98004,0.4925,0.45068,0.43557,0.17506,2.00506,2.42949,1.8694,0.000176982,0.000176982,0.000176982
179,238.279,0.82096,0.6564,1.02678,0.42498,0.52222,0.43461,0.17588,1.99806,2.37599,1.86313,0.000169908,0.000169908,0.000169908
180,239.58,0.75909,0.60336,0.99117,0.43635,0.49841,0.43445,0.17626,2.00136,2.31087,1.88134,0.000162835,0.000162835,0.000162835
181,240.879,0.72594,0.55246,0.99131,0.43635,0.49841,0.43445,0.17626,2.00136,2.31087,1.88134,0.000155761,0.000155761,0.000155761
182,242.16,0.69995,0.533,0.95591,0.44525,0.48651,0.43706,0.17825,2.0162,2.25797,1.90095,0.000148687,0.000148687,0.000148687
183,243.442,0.76313,0.57031,1.02133,0.45883,0.49841,0.4375,0.17747,2.0525,2.22913,1.94205,0.000141614,0.000141614,0.000141614
184,244.756,0.71337,0.55321,0.98066,0.45902,0.49841,0.43365,0.17273,2.06506,2.20266,1.95977,0.00013454,0.00013454,0.00013454
185,246.033,0.74864,0.57851,0.97952,0.45902,0.49841,0.43365,0.17273,2.06506,2.20266,1.95977,0.000127467,0.000127467,0.000127467
